Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A12,18,A33,A46,6200,A62,A74,3,A93,A103,1,A121,37,A143,A153,2,A172,1,A192,A201,1
A11,24,A34,A47,2100,A63,A73,2,A94,A101,3,A122,30,A141,A152,1,A173,1,A192,A202,2
A13,30,A30,A48,5400,A61,A75,4,A95,A102,1,A123,29,A143,A153,3,A174,2,A191,A201,1
A14,36,A31,A49,7600,A65,A72,3,A91,A101,1,A124,45,A142,A152,1,A171,1,A192,A202,1
A12,48,A32,A410,1200,A62,A74,2,A92,A103,1,A121,33,A143,A153,2,A172,2,A192,A201,2
A11,12,A33,A40,2400,A63,A73,1,A94,A101,3,A122,37,A141,A152,1,A173,1,A192,A202,1
A13,18,A34,A41,4900,A61,A75,2,A95,A102,4,A123,30,A143,A153,3,A174,2,A191,A201,1
A14,24,A30,A42,1300,A65,A72,3,A91,A103,1,A124,39,A142,A152,1,A171,1,A192,A202,1
A12,30,A31,A43,2500,A62,A74,2,A93,A101,1,A121,41,A143,A153,2,A172,2,A192,A201,2
A11,36,A32,A44,3900,A63,A73,1,A94,A102,3,A122,38,A141,A152,1,A173,1,A192,A202,1
A13,48,A33,A45,5600,A61,A75,2,A95,A101,4,A123,44,A143,A153,3,A174,2,A191,A201,2
A14,12,A34,A46,1500,A65,A72,3,A91,A103,1,A124,31,A142,A152,1,A171,1,A192,A202,1
A12,18,A30,A47,3300,A62,A74,2,A93,A101,1,A121,39,A143,A153,2,A172,1,A192,A201,2
A11,24,A31,A48,5200,A63,A73,4,A94,A102,3,A122,33,A141,A152,1,A173,1,A192,A202,1
A13,30,A32,A49,1800,A61,A75,2,A95,A101,1,A123,30,A143,A153,3,A174,2,A191,A201,2
A14,36,A33,A410,6400,A65,A72,1,A91,A103,4,A124,37,A142,A152,1,A171,1,A192,A202,1
A12,48,A34,A40,1400,A62,A74,3,A93,A101,1,A121,45,A143,A153,2,A172,1,A192,A201,2
A11,12,A30,A41,3200,A63,A73,2,A94,A102,1,A122,29,A141,A152,1,A173,1,A192,A202,1
A13,18,A31,A42,4300,A61,A75,4,A95,A103,3,A123,35,A143,A153,3,A174,2,A191,A201,2
A14,24,A32,A43,2700,A65,A72,1,A91,A101,1,A124,32,A142,A152,1,A171,1,A192,A202,1
A12,30,A33,A44,4800,A62,A74,2,A93,A102,3,A121,37,A143,A153,2,A172,1,A192,A201,2
A11,36,A34,A45,1500,A63,A73,4,A94,A103,1,A122,41,A141,A152,1,A173,1,A192,A202,1
A13,48,A30,A46,6200,A61,A75,3,A95,A101,2,A123,30,A143,A153,3,A174,2,A191,A201,2
A14,12,A31,A47,3300,A65,A72,1,A91,A102,1,A124,36,A142,A152,1,A171,1,A192,A202,1
A12,18,A32,A48,7500,A62,A74,2,A93,A103,3,A121,39,A143,A153,2,A172,1,A192,A201,2
A11,24,A33,A49,1500,A63,A73,4,A94,A101,1,A122,34,A141,A152,1,A173,1,A192,A202,1
A13,30,A34,A410,2900,A61,A75,2,A95,A102,1,A123,47,A142,A153,3,A174,2,A191,A201,2
A14,36,A30,A40,1600,A65,A72,1,A91,A103,1,A124,31,A143,A152,1,A171,1,A192,A202,1
A12,48,A31,A41,3500,A62,A74,2,A93,A101,3,A121,38,A142,A153,2,A172,1,A192,A201,2
A11,12,A32,A42,4000,A63,A73,4,A94,A102,1,A122,36,A143,A152,1,A173,1,A192,A202,1
A13,18,A33,A43,1800,A61,A75,3,A95,A103,2,A123,29,A143,A153,3,A174,2,A191,A201,2
A14,24,A34,A44,3200,A65,A72,1,A91,A101,1,A124,35,A142,A152,1,A171,1,A192,A202,1
A12,30,A30,A45,5300,A62,A74,2,A93,A102,4,A121,41,A143,A153,2,A172,1,A192,A201,2
A11,36,A31,A46,2800,A63,A73,1,A94,A101,1,A122,37,A141,A152,1,A173,1,A192,A202,1
A13,48,A32,A47,1400,A61,A75,3,A95,A103,1,A123,34,A143,A153,3,A174,2,A191,A201,2
A14,12,A33,A48,3700,A65,A72,1,A91,A102,2,A124,30,A142,A152,1,A171,1,A192,A202,1
A12,18,A34,A49,6400,A62,A74,2,A93,A101,3,A121,38,A143,A153,2,A172,1,A192,A201,2
A11,24,A30,A410,1500,A63,A73,4,A94,A102,1,A122,33,A141,A152,1,A173,1,A192,A202,1
A13,30,A31,A40,2700,A61,A75,3,A95,A103,2,A123,29,A142,A153,3,A174,2,A191,A201,2
A14,36,A32,A41,3200,A65,A72,1,A91,A101,1,A124,34,A143,A152,1,A171,1,A192,A202,1
A12,48,A33,A42,5300,A62,A74,2,A93,A102,1,A121,31,A143,A153,2,A172,1,A192,A201,2
A11,12,A34,A43,1400,A63,A73,4,A94,A103,1,A122,36,A141,A152,1,A173,1,A192,A202,1
A13,18,A30,A44,2900,A61,A75,2,A95,A101,2,A123,41,A143,A153,3,A174,2,A191,A201,2
A14,24,A31,A45,7500,A65,A72,1,A91,A102,1,A124,33,A142,A152,1,A171,1,A192,A202,1
A12,30,A32,A46,3300,A62,A74,2,A93,A101,3,A121,40,A143,A153,2,A172,1,A192,A201,2
A11,36,A33,A47,4300,A63,A73,4,A94,A102,1,A122,38,A141,A152,1,A173,1,A192,A202,1
A13,48,A34,A48,1500,A61,A75,3,A95,A103,2,A123,34,A143,A153,3,A174,2,A191,A201,2
A14,12,A30,A49,2700,A65,A72,1,A91,A101,1,A124,31,A142,A152,1,A171,1,A192,A202,1
A12,18,A31,A410,5300,A62,A74,2,A93,A102,1,A121,29,A143,A153,2,A172,1,A192,A201,2
A14,24,A33,A40,3400,A63,A72,3,A94,A102,1,A123,36,A143,A151,1,A173,2,A191,A202,1
A12,30,A32,A41,2200,A62,A73,2,A93,A103,2,A121,40,A141,A152,2,A172,2,A191,A201,2
A11,36,A31,A42,1500,A61,A74,4,A95,A101,1,A124,34,A143,A153,3,A174,1,A192,A202,1
A13,48,A34,A43,2800,A65,A75,3,A91,A102,2,A122,45,A142,A151,1,A173,1,A192,A201,2
A14,12,A30,A44,4500,A63,A72,1,A94,A101,1,A124,31,A143,A152,1,A171,1,A192,A202,1
A12,18,A33,A45,5200,A62,A73,2,A93,A103,3,A123,38,A142,A153,2,A172,2,A191,A201,2
A11,24,A32,A46,1600,A61,A74,4,A95,A102,1,A122,40,A143,A151,1,A173,1,A192,A202,1
A13,30,A31,A47,3000,A65,A75,3,A91,A101,2,A121,37,A141,A152,1,A174,2,A191,A201,2
A14,36,A34,A48,6200,A63,A72,1,A94,A102,1,A124,30,A142,A151,1,A171,1,A192,A202,1
A12,48,A30,A49,2800,A62,A73,2,A93,A103,3,A123,35,A143,A153,2,A172,2,A191,A201,2
A11,12,A33,A410,4300,A61,A74,4,A95,A102,1,A122,41,A142,A152,1,A173,1,A192,A202,1
A13,18,A32,A40,3500,A65,A75,3,A91,A101,2,A121,39,A143,A153,3,A174,2,A191,A201,2
A14,24,A31,A41,5400,A63,A72,1,A94,A102,1,A124,31,A141,A152,1,A171,1,A192,A202,1
A12,30,A34,A42,1300,A62,A73,2,A93,A103,3,A123,34,A143,A151,2,A172,2,A191,A201,2
A11,36,A33,A43,2700,A61,A74,4,A95,A101,1,A122,30,A142,A153,1,A173,1,A192,A202,1
A13,48,A32,A44,1500,A65,A75,3,A91,A102,2,A121,45,A143,A152,1,A174,2,A191,A201,2
A14,12,A30,A45,3200,A63,A72,1,A94,A101,1,A124,38,A141,A153,1,A171,1,A192,A202,1
A12,18,A31,A46,6200,A62,A73,2,A93,A103,3,A123,37,A143,A151,2,A172,2,A191,A201,2
A11,24,A34,A47,1400,A61,A74,4,A95,A102,1,A122,36,A143,A152,1,A173,1,A192,A202,1
A13,30,A32,A48,3300,A65,A75,3,A91,A101,2,A121,31,A141,A151,1,A174,2,A191,A201,2
A14,36,A33,A49,5300,A63,A72,1,A94,A102,1,A124,39,A142,A153,1,A171,1,A192,A202,1
A12,48,A30,A410,1900,A62,A73,2,A93,A103,3,A123,34,A143,A152,2,A172,2,A191,A201,2
A11,12,A31,A40,4200,A61,A74,4,A95,A101,1,A122,45,A141,A153,1,A173,1,A192,A202,1
A13,18,A34,A41,2900,A65,A75,3,A91,A102,2,A121,30,A142,A152,1,A174,2,A191,A201,2
A14,24,A32,A42,1600,A63,A72,1,A94,A101,1,A124,38,A143,A153,1,A171,1,A192,A202,1
A12,30,A33,A43,5200,A62,A73,2,A93,A103,3,A123,35,A143,A151,2,A172,2,A191,A201,2
A11,36,A30,A44,1500,A61,A74,4,A95,A101,1,A122,31,A142,A152,1,A173,1,A192,A202,1
A13,48,A31,A45,3500,A65,A75,3,A91,A102,2,A121,37,A143,A153,3,A174,2,A191,A201,2
A14,12,A34,A46,2900,A63,A72,1,A94,A101,1,A124,34,A141,A153,1,A171,1,A192,A202,1
A12,18,A32,A47,1900,A62,A73,2,A93,A103,3,A123,31,A143,A151,2,A172,2,A191,A201,2
A11,24,A33,A48,3700,A61,A74,4,A95,A101,1,A122,40,A142,A152,1,A173,1,A192,A202,1
A13,30,A30,A49,5200,A65,A75,3,A91,A102,2,A121,39,A143,A153,3,A174,2,A191,A201,2
A14,36,A31,A410,1600,A63,A72,1,A94,A101,1,A124,31,A141,A152,1,A171,1,A192,A202,1
A12,48,A34,A40,4300,A62,A73,2,A93,A103,3,A123,36,A143,A151,2,A172,2,A191,A201,2
A11,12,A32,A41,3000,A61,A74,4,A95,A101,1,A122,30,A143,A152,1,A173,1,A192,A202,1
A13,18,A33,A42,2800,A65,A75,3,A91,A102,2,A121,38,A142,A153,1,A174,2,A191,A201,2
A14,24,A30,A43,1500,A63,A72,1,A94,A101,1,A124,31,A143,A152,1,A171,1,A192,A202,1
A12,30,A31,A44,5100,A62,A73,2,A93,A103,3,A123,34,A143,A153,2,A172,2,A191,A201,2
A11,36,A34,A45,4200,A61,A74,4,A95,A101,1,A122,36,A141,A152,1,A173,1,A192,A202,1
A13,48,A32,A46,1800,A65,A75,3,A91,A102,2,A121,37,A143,A153,3,A174,2,A191,A201,2
A14,12,A33,A47,1400,A63,A72,1,A94,A101,1,A124,34,A142,A152,1,A171,1,A192,A202,1
A12,18,A30,A48,3700,A62,A73,2,A93,A103,3,A123,31,A143,A153,2,A172,2,A191,A201,2
A11,24,A31,A49,3300,A61,A74,4,A95,A101,1,A122,35,A142,A152,1,A173,1,A192,A202,1
A13,30,A34,A410,6400,A65,A75,3,A91,A102,2,A121,38,A141,A153,3,A174,2,A191,A201,2
A14,36,A32,A40,2700,A63,A72,1,A94,A101,1,A124,37,A142,A152,1,A171,1,A192,A202,1
A12,48,A33,A41,4500,A62,A73,2,A93,A103,3,A123,30,A143,A151,2,A172,2,A191,A201,2
A11,12,A30,A42,1600,A61,A74,4,A95,A101,1,A122,40,A143,A152,1,A173,1,A192,A202,1
A13,18,A31,A43,3000,A65,A75,3,A91,A102,2,A121,36,A141,A153,1,A174,2,A191,A201,2
A14,24,A34,A44,5300,A63,A72,1,A94,A101,1,A124,31,A143,A152,1,A171,1,A192,A202,1
A12,30,A32,A45,1400,A62,A73,2,A93,A103,3,A123,38,A141,A153,2,A172,2,A191,A201,2
A11,36,A33,A46,3300,A61,A74,4,A95,A101,1,A122,31,A143,A152,1,A173,1,A192,A202,1
A13,48,A30,A47,5200,A65,A75,3,A91,A102,2,A121,34,A142,A153,3,A174,2,A191,A201,2
A14,12,A31,A48,1500,A63,A72,1,A94,A101,1,A124,41,A143,A152,1,A171,1,A192,A202,1
A12,18,A34,A49,2700,A62,A73,2,A93,A103,3,A123,36,A142,A153,2,A172,2,A191,A201,2
A11,24,A32,A410,1300,A61,A74,4,A95,A101,1,A122,39,A141,A152,1,A173,1,A192,A202,1
A13,30,A33,A40,4200,A65,A75,3,A91,A102,2,A121,31,A143,A153,3,A174,2,A191,A201,2
A14,36,A30,A41,5400,A63,A72,1,A94,A101,1,A124,34,A142,A152,1,A171,1,A192,A202,1
A12,48,A31,A42,1600,A62,A73,2,A93,A103,3,A123,37,A141,A153,2,A172,2,A191,A201,2
A11,12,A34,A43,3000,A61,A74,4,A95,A101,1,A122,40,A143,A152,1,A173,1,A192,A202,1
A13,18,A32,A44,1500,A65,A75,3,A91,A102,2,A121,34,A141,A153,1,A174,2,A191,A201,2
A14,24,A33,A45,3700,A63,A72,1,A94,A101,1,A124,35,A143,A152,1,A171,1,A192,A202,1
A12,30,A30,A46,5300,A62,A73,2,A93,A103,3,A123,31,A143,A153,2,A172,2,A191,A201,2
A11,36,A31,A47,1400,A61,A74,4,A95,A101,1,A122,36,A141,A152,1,A173,1,A192,A202,1
A13,48,A34,A48,4200,A65,A75,3,A91,A102,2,A121,34,A141,A153,3,A174,2,A191,A201,2
A14,12,A32,A49,1600,A63,A72,1,A94,A101,1,A124,31,A143,A152,1,A171,1,A192,A202,1
A12,18,A33,A410,2700,A62,A73,2,A93,A103,3,A123,38,A141,A153,2,A172,2,A191,A201,2
A14,24,A32,A40,1800,A62,A72,2,A91,A101,1,A124,27,A141,A151,1,A172,1,A191,A202,1
A13,36,A33,A41,2300,A63,A73,3,A93,A103,2,A121,29,A142,A152,2,A173,2,A191,A201,2
A12,48,A30,A42,3400,A61,A74,4,A95,A102,1,A122,31,A143,A153,3,A174,1,A192,A202,1
A11,12,A31,A43,5500,A65,A75,1,A94,A101,1,A123,35,A142,A151,1,A171,1,A192,A202,1
A14,18,A34,A44,3700,A62,A72,2,A91,A102,1,A124,39,A141,A153,2,A172,2,A191,A201,2
A13,24,A32,A45,2900,A63,A73,3,A93,A101,2,A121,37,A143,A151,1,A173,1,A192,A202,1
A12,30,A33,A46,4500,A61,A74,4,A95,A102,1,A122,32,A142,A152,1,A174,2,A191,A201,2
A11,36,A30,A47,1500,A65,A75,1,A94,A101,1,A123,40,A141,A153,2,A171,1,A192,A202,1
A14,48,A31,A48,2900,A62,A72,2,A91,A102,1,A124,37,A143,A151,1,A172,2,A191,A201,2
A13,12,A34,A49,3900,A63,A73,3,A93,A101,2,A121,35,A142,A153,3,A173,1,A192,A202,1
A12,18,A32,A410,1500,A61,A74,4,A95,A102,1,A122,29,A143,A151,1,A174,2,A191,A201,2
A11,24,A33,A40,4700,A65,A75,1,A94,A101,1,A123,34,A141,A152,2,A171,1,A192,A202,1
A14,30,A30,A41,3200,A62,A72,2,A91,A102,1,A124,37,A143,A153,1,A172,2,A191,A201,2
A13,36,A31,A42,1800,A63,A73,3,A93,A101,2,A121,40,A142,A151,1,A173,1,A192,A202,1
A12,48,A34,A43,5500,A61,A74,4,A95,A102,1,A122,36,A141,A152,1,A174,2,A191,A201,2
A11,12,A32,A44,2300,A65,A75,1,A94,A101,1,A123,29,A143,A153,2,A171,1,A192,A202,1
A14,18,A33,A45,3100,A62,A72,2,A91,A102,1,A124,35,A142,A151,1,A172,2,A191,A201,2
A13,24,A30,A46,4500,A63,A73,3,A93,A101,2,A121,39,A143,A153,1,A173,1,A192,A202,1
A12,30,A31,A47,1500,A61,A74,4,A95,A102,1,A122,32,A142,A151,1,A174,2,A191,A201,2
A11,36,A34,A48,2900,A65,A75,1,A94,A101,1,A123,27,A143,A153,2,A171,1,A192,A202,1
A14,48,A32,A49,4700,A62,A72,2,A91,A102,1,A124,37,A141,A151,1,A172,2,A191,A201,2
A13,12,A33,A410,3400,A63,A73,3,A93,A101,2,A121,31,A142,A152,1,A173,1,A192,A202,1
A12,18,A30,A40,1900,A61,A74,4,A95,A102,1,A122,29,A143,A153,2,A174,2,A191,A201,2
A11,24,A31,A41,5200,A65,A75,1,A94,A101,1,A123,36,A142,A151,1,A171,1,A192,A202,1
A14,30,A34,A42,3200,A62,A72,2,A91,A102,1,A124,39,A143,A153,1,A172,2,A191,A201,2
