Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A14,33,A34,A42,2100,A65,A74,3,A95,A103,4,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,29,A32,A43,750,A62,A73,6,A94,A101,1,A123,48,A143,A152,1,A174,1,A192,A201,2
A13,16,A30,A44,1800,A63,A72,2,A91,A102,5,A121,49,A141,A153,3,A173,1,A191,A202,1
A11,20,A31,A42,2300,A61,A75,1,A92,A101,3,A124,44,A143,A151,2,A172,2,A191,A201,2
A14,35,A34,A49,2700,A65,A71,4,A95,A103,6,A122,28,A142,A151,1,A171,1,A192,A202,1
A12,17,A32,A40,1900,A62,A74,2,A93,A101,2,A123,52,A143,A152,1,A174,1,A191,A201,2
A13,38,A30,A41,800,A63,A73,3,A94,A102,5,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,26,A31,A43,2200,A61,A72,4,A91,A101,1,A124,43,A143,A152,1,A172,1,A192,A201,2
A14,13,A33,A44,1400,A65,A75,2,A95,A103,4,A122,53,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A42,3300,A62,A73,6,A93,A101,3,A123,50,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A46,1500,A63,A74,1,A92,A102,2,A121,42,A141,A151,2,A173,1,A191,A202,1
A11,39,A30,A41,200,A61,A71,4,A91,A101,5,A124,47,A143,A152,1,A172,1,A192,A201,2
A14,15,A33,A40,1600,A65,A75,3,A95,A103,1,A122,27,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A49,1800,A62,A73,2,A93,A101,6,A123,56,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A42,2900,A63,A74,1,A94,A102,4,A121,33,A141,A151,2,A173,1,A191,A202,1
A11,30,A30,A44,600,A61,A72,3,A92,A101,2,A124,40,A143,A152,1,A172,1,A192,A201,2
A14,25,A34,A43,700,A65,A71,4,A95,A103,5,A122,41,A142,A151,1,A171,1,A191,A202,1
A12,18,A32,A42,3200,A62,A75,2,A93,A101,3,A123,36,A143,A152,1,A174,1,A191,A201,2
A13,27,A30,A46,5000,A63,A73,6,A94,A102,1,A121,45,A141,A151,2,A173,1,A191,A202,1
A11,12,A33,A40,1000,A61,A72,1,A91,A101,2,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,22,A34,A41,900,A65,A74,3,A95,A103,4,A122,35,A142,A151,1,A171,1,A191,A202,1
A12,26,A32,A49,2100,A62,A73,2,A93,A101,5,A123,50,A143,A152,1,A174,1,A191,A201,2
A13,17,A30,A42,3400,A63,A71,4,A92,A102,1,A121,38,A141,A151,2,A173,1,A191,A202,1
A11,34,A31,A44,800,A61,A72,3,A91,A101,6,A124,44,A143,A152,1,A172,1,A192,A201,2
A14,14,A33,A43,2000,A65,A75,2,A95,A103,4,A122,29,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A41,2800,A62,A73,1,A93,A101,3,A123,42,A143,A152,1,A174,1,A191,A201,2
A13,19,A32,A46,3000,A63,A74,4,A94,A102,2,A121,36,A141,A151,2,A173,1,A191,A202,1
A11,40,A30,A42,400,A61,A71,6,A91,A101,5,A124,27,A143,A152,1,A172,1,A192,A201,2
A14,23,A33,A40,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,20,A34,A43,2500,A62,A73,4,A93,A101,6,A123,52,A143,A152,1,A174,1,A191,A201,2
A13,37,A32,A41,2900,A63,A74,1,A94,A102,3,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,16,A30,A44,300,A61,A72,2,A91,A101,4,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,24,A34,A49,800,A65,A71,3,A95,A103,5,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,18,A32,A42,1900,A62,A75,1,A93,A101,6,A123,49,A143,A152,1,A174,1,A191,A201,2
A13,33,A30,A40,6000,A63,A73,4,A94,A102,1,A121,33,A141,A151,2,A173,1,A191,A202,1
A11,25,A31,A41,1400,A61,A72,3,A91,A101,2,A124,41,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A42,2300,A65,A75,2,A95,A103,5,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,36,A34,A46,1600,A62,A73,6,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A43,3500,A63,A74,1,A94,A102,4,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,17,A30,A44,200,A61,A71,4,A91,A101,5,A124,28,A143,A152,1,A172,1,A192,A201,2
A14,31,A33,A41,900,A65,A75,3,A95,A103,1,A122,43,A142,A151,1,A171,1,A191,A202,1
A12,13,A34,A42,1800,A62,A73,2,A93,A101,6,A123,50,A143,A152,1,A174,1,A191,A201,2
A13,35,A32,A40,3000,A63,A74,4,A94,A102,1,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A49,600,A61,A72,3,A91,A101,2,A124,42,A143,A152,1,A172,1,A192,A201,2
A14,26,A34,A41,800,A65,A71,4,A95,A103,5,A122,45,A142,A151,1,A171,1,A191,A202,1
A12,19,A32,A42,3200,A62,A75,2,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,15,A30,A46,5000,A63,A73,1,A94,A102,3,A121,47,A141,A151,2,A173,1,A191,A202,1
A11,27,A33,A40,1000,A61,A72,2,A91,A101,4,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,14,A34,A41,1400,A65,A75,3,A95,A103,1,A122,24,A142,A151,1,A171,1,A191,A202,1
A12,39,A32,A42,2800,A62,A73,4,A93,A101,5,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,23,A30,A40,1900,A63,A74,6,A94,A102,2,A121,44,A141,A151,2,A173,1,A191,A202,1
A11,20,A31,A43,400,A61,A71,1,A91,A101,3,A124,39,A143,A152,1,A172,1,A192,A201,2
A14,38,A33,A44,2200,A65,A75,2,A95,A103,5,A122,26,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A41,2500,A62,A73,3,A93,A101,6,A123,42,A143,A152,1,A174,1,A191,A201,2
A13,28,A32,A42,2700,A63,A74,4,A94,A102,1,A121,36,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A46,600,A61,A72,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,17,A33,A40,1200,A65,A75,3,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,34,A34,A41,900,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A43,3300,A63,A74,1,A94,A102,4,A121,33,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,1400,A61,A71,4,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A49,800,A65,A75,2,A95,A103,1,A122,41,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A40,1900,A62,A73,3,A93,A101,6,A123,36,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A41,3500,A63,A74,4,A94,A102,1,A121,50,A141,A151,2,A173,1,A191,A202,1
A11,39,A30,A42,200,A61,A71,2,A91,A101,4,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,24,A34,A46,1000,A65,A75,1,A95,A103,5,A122,29,A142,A151,1,A171,1,A191,A202,1
A12,16,A32,A43,2100,A62,A73,6,A93,A101,3,A123,32,A143,A152,1,A174,1,A191,A201,2
A13,35,A30,A41,3000,A63,A74,4,A94,A102,2,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,14,A31,A42,800,A61,A72,3,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,29,A33,A44,2700,A65,A75,2,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,22,A34,A41,2300,A62,A73,1,A93,A101,6,A123,38,A143,A152,1,A174,1,A191,A201,2
A13,20,A32,A42,1400,A63,A74,3,A94,A102,4,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,30,A30,A40,400,A61,A71,2,A91,A101,5,A124,44,A143,A152,1,A172,1,A192,A201,2
A14,17,A33,A41,600,A65,A75,2,A95,A103,1,A122,50,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2900,A62,A73,3,A93,A101,6,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A42,3100,A63,A74,4,A94,A102,1,A121,27,A141,A151,2,A173,1,A191,A202,1
A11,16,A30,A43,200,A61,A71,6,A91,A101,2,A124,45,A143,A152,1,A172,1,A192,A201,2
A14,12,A33,A44,1200,A65,A75,1,A95,A103,5,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A41,3500,A62,A73,3,A93,A101,6,A123,28,A143,A152,1,A174,1,A191,A201,2
A13,35,A32,A42,1900,A63,A74,2,A94,A102,4,A121,40,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A40,500,A61,A71,1,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,31,A33,A49,2700,A65,A75,4,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A41,2400,A62,A73,6,A93,A101,3,A123,39,A143,A152,1,A174,1,A191,A201,2
A13,21,A32,A46,2700,A63,A74,2,A94,A102,1,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,36,A30,A42,200,A61,A71,3,A91,A101,6,A124,29,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A44,1200,A65,A75,1,A95,A103,5,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,30,A34,A41,2800,A62,A73,2,A93,A101,6,A123,32,A143,A152,1,A174,1,A191,A201,2
A13,26,A32,A42,3100,A63,A74,4,A94,A102,3,A121,45,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A43,800,A61,A71,1,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A40,1400,A65,A75,3,A95,A103,1,A122,48,A142,A151,1,A171,1,A191,A202,1
A12,38,A34,A41,2500,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,19,A32,A46,3300,A63,A74,4,A94,A102,1,A121,36,A141,A151,2,A173,1,A191,A202,1
A11,16,A30,A42,200,A61,A71,2,A91,A101,3,A124,50,A143,A152,1,A172,1,A192,A201,2
A14,22,A33,A44,700,A65,A75,3,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,15,A34,A41,2100,A62,A73,1,A93,A101,6,A123,32,A143,A152,1,A174,1,A191,A201,2
A13,33,A32,A42,3200,A63,A74,4,A94,A102,2,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,29,A30,A49,800,A61,A71,2,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A40,1600,A65,A75,1,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A41,2400,A62,A73,6,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A42,3100,A63,A74,2,A94,A102,4,A121,32,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A43,400,A61,A71,4,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,17,A33,A44,800,A65,A75,3,A95,A103,1,A122,35,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A41,1800,A62,A73,2,A93,A101,6,A123,40,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A42,1500,A63,A74,4,A94,A102,1,A121,33,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A49,300,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,23,A33,A40,1200,A65,A75,1,A95,A103,1,A122,50,A142,A151,1,A171,1,A191,A202,1
A12,19,A34,A41,2700,A62,A73,2,A93,A101,6,A123,28,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A42,3000,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,15,A30,A43,200,A61,A71,1,A91,A101,5,A124,45,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A44,800,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,34,A34,A41,2100,A62,A73,2,A93,A101,6,A123,28,A143,A152,1,A174,1,A191,A201,2
A13,17,A32,A42,3400,A63,A74,4,A94,A102,1,A121,32,A141,A151,2,A173,1,A191,A202,1
A11,27,A30,A49,400,A61,A71,3,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A40,1200,A65,A75,1,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,20,A34,A41,2500,A62,A73,6,A93,A101,2,A123,33,A143,A152,1,A174,1,A191,A201,2
A13,36,A32,A42,3300,A63,A74,4,A94,A102,1,A121,37,A141,A151,2,A173,1,A191,A202,1
A11,29,A30,A43,200,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,25,A33,A44,800,A65,A75,1,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,23,A34,A41,1800,A62,A73,2,A93,A101,6,A123,38,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A42,3100,A63,A74,4,A94,A102,1,A121,40,A141,A151,2,A173,1,A191,A202,1
A11,30,A30,A49,600,A61,A71,2,A91,A101,5,A124,28,A143,A152,1,A172,1,A192,A201,2
A14,22,A33,A40,2000,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,16,A34,A41,2700,A62,A73,2,A93,A101,6,A123,40,A143,A152,1,A174,1,A191,A201,2
A13,33,A32,A42,3400,A63,A74,4,A94,A102,3,A121,27,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A43,600,A61,A71,1,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A44,800,A65,A75,3,A95,A103,1,A122,30,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,3200,A62,A73,4,A93,A101,6,A123,42,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,2900,A63,A74,1,A94,A102,3,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,19,A30,A44,700,A61,A71,4,A91,A101,5,A124,39,A143,A152,1,A172,1,A192,A201,2
A14,24,A33,A41,800,A65,A75,3,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,22,A34,A46,1500,A62,A73,2,A93,A101,6,A123,50,A143,A152,1,A174,1,A191,A201,2
A13,31,A32,A40,3000,A63,A74,4,A94,A102,1,A121,33,A141,A151,2,A173,1,A191,A202,1
A11,17,A30,A42,300,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,29,A33,A41,1000,A65,A75,1,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,34,A34,A46,1800,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,2700,A63,A74,4,A94,A102,3,A121,45,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A44,500,A61,A71,2,A91,A101,5,A124,28,A143,A152,1,A172,1,A192,A201,2
A14,16,A33,A41,1200,A65,A75,3,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,33,A34,A46,2500,A62,A73,1,A93,A101,6,A123,32,A143,A152,1,A174,1,A191,A201,2
A13,21,A32,A40,3400,A63,A74,2,A94,A102,4,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,24,A30,A44,600,A61,A71,1,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,27,A33,A41,800,A65,A75,3,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,19,A34,A46,2400,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,26,A32,A40,3000,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,20,A30,A42,300,A61,A71,3,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,30,A33,A41,1400,A65,A75,1,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,23,A34,A46,2700,A62,A73,2,A93,A101,6,A123,40,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3500,A63,A74,4,A94,A102,3,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A44,500,A61,A71,2,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,16,A33,A41,1100,A65,A75,3,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,35,A34,A46,2300,A62,A73,1,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,22,A32,A40,2900,A63,A74,2,A94,A102,4,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,29,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,36,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A44,700,A61,A71,2,A91,A101,5,A124,28,A143,A152,1,A172,1,A192,A201,2
A14,23,A33,A41,1200,A65,A75,3,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,34,A34,A46,2900,A62,A73,2,A93,A101,6,A123,32,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3500,A63,A74,4,A94,A102,3,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,36,A34,A46,2300,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,27,A30,A44,500,A61,A71,3,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,17,A33,A41,1100,A65,A75,3,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2400,A62,A73,1,A93,A101,6,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3300,A63,A74,2,A94,A102,4,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,26,A30,A42,300,A61,A71,3,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1300,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,32,A34,A46,2700,A62,A73,6,A93,A101,2,A123,36,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A44,600,A61,A71,2,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,900,A65,A75,1,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2400,A62,A73,2,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,3,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,27,A30,A42,400,A61,A71,3,A91,A101,5,A124,28,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,3,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,23,A34,A46,1800,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,28,A32,A40,3000,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A44,700,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,21,A33,A41,800,A65,A75,1,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,19,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,30,A32,A40,3100,A63,A74,4,A94,A102,3,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,16,A33,A41,1000,A65,A75,1,A95,A103,1,A122,30,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
