Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A13,20,A32,A43,2095,A62,A73,1,A91,A101,2,A121,40,A143,A152,2,A174,2,A192,A202,1
A14,13,A32,A41,2875,A65,A72,4,A92,A101,3,A124,29,A142,A151,1,A171,1,A191,A202,2
A12,17,A32,A42,3492,A64,A73,2,A91,A101,4,A123,35,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A40,2187,A61,A72,3,A94,A103,3,A121,48,A143,A151,1,A174,2,A192,A202,2
A14,10,A34,A41,1783,A62,A71,4,A92,A101,2,A124,23,A142,A151,1,A171,1,A191,A202,1
A12,14,A32,A42,2638,A64,A73,1,A91,A103,3,A122,33,A143,A153,1,A173,2,A192,A202,2
A13,19,A32,A40,3267,A61,A75,2,A94,A101,2,A121,46,A143,A151,1,A174,1,A192,A201,1
A11,8,A34,A41,3850,A62,A72,3,A93,A101,1,A124,26,A142,A152,1,A172,1,A191,A202,2
A13,22,A32,A42,2584,A61,A73,2,A91,A103,3,A122,32,A143,A151,1,A173,2,A192,A202,1
A14,15,A32,A43,2925,A65,A72,4,A92,A101,3,A124,30,A142,A153,1,A171,1,A191,A202,2
A12,12,A31,A40,4690,A63,A73,2,A91,A101,2,A123,37,A143,A151,1,A173,1,A192,A202,1
A13,28,A32,A41,2912,A64,A74,1,A94,A101,3,A121,41,A143,A153,1,A174,2,A192,A202,2
A13,16,A32,A43,2645,A62,A72,2,A91,A101,3,A121,35,A143,A153,1,A173,1,A192,A202,1
A12,25,A32,A41,4538,A61,A73,3,A94,A101,2,A123,42,A143,A151,1,A174,2,A192,A202,2
A14,18,A34,A42,1795,A65,A72,4,A92,A103,3,A124,27,A142,A153,1,A171,1,A191,A202,1
A13,21,A31,A40,3720,A63,A73,1,A94,A101,3,A121,39,A143,A152,2,A174,1,A192,A201,2
A11,9,A32,A43,1648,A62,A72,3,A93,A103,1,A124,21,A142,A153,1,A173,2,A191,A202,1
A13,30,A33,A42,2654,A61,A74,2,A91,A101,2,A121,44,A143,A151,1,A174,1,A192,A202,2
A14,13,A32,A41,3190,A65,A71,4,A92,A101,3,A124,29,A142,A151,1,A171,1,A191,A202,1
A12,19,A32,A40,2215,A64,A73,2,A91,A101,3,A122,34,A143,A153,1,A173,2,A192,A202,2
A13,25,A32,A43,3495,A61,A75,1,A94,A101,4,A121,46,A143,A151,1,A174,1,A192,A201,1
A11,10,A34,A42,3897,A62,A72,3,A93,A103,2,A124,22,A142,A152,1,A173,1,A191,A202,2
A13,22,A32,A41,2789,A61,A73,1,A91,A101,3,A121,38,A143,A151,1,A174,2,A192,A202,1
A14,17,A34,A42,1653,A65,A72,4,A92,A101,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,4157,A63,A73,3,A91,A103,2,A123,33,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,2918,A64,A74,1,A94,A101,2,A121,45,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3725,A62,A72,2,A93,A101,1,A124,24,A142,A151,1,A173,1,A191,A202,1
A13,24,A32,A43,2543,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A32,A41,1927,A65,A71,4,A92,A103,2,A124,27,A142,A151,1,A171,1,A191,A202,1
A12,12,A31,A40,4812,A63,A73,3,A91,A101,3,A123,36,A143,A151,1,A173,1,A192,A202,2
A13,27,A32,A41,2883,A64,A74,1,A94,A101,2,A121,42,A143,A152,1,A174,2,A192,A202,1
A11,6,A34,A42,1778,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,2
A13,21,A32,A43,3985,A61,A73,2,A91,A101,3,A121,36,A143,A153,1,A174,1,A192,A201,1
A14,19,A34,A41,2250,A65,A72,4,A92,A101,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,14,A32,A42,2768,A63,A73,2,A91,A103,3,A122,30,A143,A153,1,A173,1,A192,A202,1
A13,23,A31,A40,3456,A64,A74,1,A94,A101,2,A121,41,A143,A152,1,A174,2,A192,A202,2
A11,9,A34,A42,1887,A62,A72,3,A93,A101,4,A124,21,A142,A151,1,A173,1,A191,A202,1
A13,29,A32,A41,3170,A61,A73,2,A91,A101,3,A121,38,A143,A151,1,A174,2,A192,A201,2
A14,12,A34,A43,1875,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4290,A63,A73,3,A91,A101,2,A123,31,A143,A153,1,A173,1,A192,A202,2
A13,25,A32,A41,2701,A64,A74,1,A94,A101,3,A121,46,A143,A151,1,A174,2,A192,A202,1
A11,8,A34,A42,1936,A62,A72,3,A93,A101,4,A124,23,A142,A151,1,A173,1,A191,A202,2
A13,26,A32,A43,3550,A61,A73,2,A91,A101,3,A121,39,A143,A152,2,A174,1,A192,A201,1
A14,14,A34,A41,2183,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A31,A40,4875,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,1
A13,28,A32,A41,2980,A64,A74,1,A94,A101,3,A121,43,A143,A151,1,A174,2,A192,A202,2
A11,7,A34,A42,3700,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,24,A32,A43,2690,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1615,A65,A71,4,A92,A103,2,A124,27,A142,A151,1,A171,1,A191,A202,1
A12,15,A32,A40,4427,A63,A73,3,A91,A101,2,A123,34,A143,A151,1,A173,1,A192,A202,2
A13,27,A31,A41,3011,A64,A74,1,A94,A101,3,A121,45,A143,A152,1,A174,2,A192,A202,1
A11,9,A34,A42,3753,A62,A72,3,A93,A101,4,A124,21,A142,A151,1,A173,1,A191,A202,2
A13,22,A32,A43,2832,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,2234,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,2781,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A32,A41,3498,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,1769,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,3225,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A201,2
A12,16,A32,A40,2155,A64,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3280,A64,A74,1,A94,A101,3,A121,41,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,1634,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2493,A61,A73,2,A91,A101,3,A121,36,A143,A151,1,A174,2,A192,A202,1
A14,14,A34,A41,1580,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,2
A12,12,A32,A40,4015,A63,A73,3,A91,A101,2,A123,33,A143,A151,1,A173,1,A192,A202,1
A13,27,A31,A41,2892,A64,A74,1,A94,A101,3,A121,43,A143,A152,1,A174,2,A192,A202,2
A11,7,A34,A42,3556,A62,A72,3,A93,A101,4,A124,22,A142,A153,1,A173,1,A191,A202,1
A13,25,A32,A43,2610,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1620,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,15,A32,A40,4312,A63,A73,3,A91,A101,2,A123,34,A143,A151,1,A173,1,A192,A202,2
A13,28,A31,A41,3115,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3936,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2800,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,18,A34,A41,2014,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3645,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,24,A31,A41,2986,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3722,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2773,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1537,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4285,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2948,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3982,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,21,A32,A43,2695,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,18,A34,A41,1918,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3801,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3217,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3675,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2561,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1458,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4311,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3148,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3840,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2763,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1787,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3501,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,3006,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3618,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2674,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1530,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4418,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2939,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3877,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2527,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1890,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3804,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A11,8,A34,A42,3649,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2699,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1410,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4399,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3032,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3920,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2766,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1801,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3508,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,2990,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3615,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2685,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1574,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4241,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2935,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3892,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2534,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1863,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3744,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3274,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3623,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2630,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1427,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4346,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2995,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3934,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2743,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1822,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3517,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,3057,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3597,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2721,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1552,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4378,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2937,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3864,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2510,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1884,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3816,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3194,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3666,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2687,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1467,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4328,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3097,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A13,22,A32,A43,2724,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1834,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3530,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,3041,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3635,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2708,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1503,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4264,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2962,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3949,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2604,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1850,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3798,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3271,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3672,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2635,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1492,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4319,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3105,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3875,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2746,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1792,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3554,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,3053,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3624,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2691,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,14,A34,A41,1573,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,11,A32,A40,4391,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2965,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3888,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2563,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1828,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3795,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3270,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3622,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2670,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1494,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4377,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3084,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3929,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2742,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1811,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3586,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,28,A31,A41,3003,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,6,A34,A42,3688,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,21,A32,A43,2723,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A12,11,A32,A40,4304,A63,A73,3,A91,A101,2,A123,36,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,2914,A64,A74,1,A94,A101,3,A121,44,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3947,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,23,A32,A43,2597,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,19,A34,A41,1861,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,12,A32,A40,3825,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
A13,25,A31,A41,3273,A64,A74,1,A94,A101,2,A121,42,A143,A151,1,A174,2,A192,A202,2
A11,8,A34,A42,3637,A62,A72,3,A93,A101,4,A124,22,A142,A151,1,A173,1,A191,A202,1
A13,20,A32,A43,2632,A61,A73,2,A91,A101,3,A121,37,A143,A152,2,A174,1,A192,A202,2
A14,13,A34,A41,1429,A65,A71,4,A92,A103,2,A124,27,A142,A153,1,A171,1,A191,A202,1
A12,16,A32,A40,4348,A63,A73,3,A91,A101,2,A123,34,A143,A153,1,A173,1,A192,A202,2
A13,26,A31,A41,3102,A64,A74,1,A94,A101,3,A121,45,A143,A151,1,A174,2,A192,A202,1
A11,9,A34,A42,3906,A62,A72,3,A93,A101,4,A124,21,A142,A153,1,A173,1,A191,A202,2
A13,22,A32,A43,2733,A61,A73,2,A91,A101,3,A121,36,A143,A152,2,A174,1,A192,A201,1
A14,17,A34,A41,1800,A65,A72,4,A92,A103,3,A124,25,A142,A151,1,A171,1,A191,A202,2
A12,13,A32,A40,3519,A63,A73,3,A91,A101,2,A123,30,A143,A153,1,A173,1,A192,A202,1
