Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A13,12,A30,A42,1500,A64,A73,4,A93,A101,2,A121,33,A142,A151,1,A174,1,A192,A202,1
A12,48,A34,A44,800,A61,A71,1,A94,A101,3,A122,21,A141,A153,1,A171,3,A191,A202,2
A11,18,A32,A45,4500,A62,A75,3,A91,A103,2,A123,28,A143,A152,2,A173,1,A192,A201,2
A14,27,A30,A40,3500,A65,A72,2,A92,A101,1,A124,34,A143,A151,1,A172,2,A191,A202,1
A13,10,A31,A43,5000,A64,A73,4,A95,A103,3,A121,25,A142,A151,1,A173,3,A192,A201,2
A12,35,A34,A42,1000,A61,A71,1,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1
A11,24,A32,A46,2000,A62,A74,2,A94,A103,2,A123,30,A143,A151,1,A173,2,A191,A202,2
A14,30,A30,A44,3500,A65,A72,3,A91,A101,3,A124,20,A141,A152,1,A174,1,A192,A201,1
A13,15,A32,A40,2500,A64,A75,2,A92,A101,1,A121,27,A143,A153,2,A173,1,A191,A202,2
A12,22,A34,A42,6000,A61,A71,4,A93,A103,2,A122,33,A142,A151,1,A172,3,A191,A201,1
A11,35,A30,A41,1500,A62,A74,1,A94,A101,3,A123,38,A143,A152,1,A173,2,A192,A202,1
A14,20,A32,A45,3000,A65,A72,2,A91,A103,1,A124,25,A141,A151,2,A171,3,A191,A201,2
A13,36,A31,A40,5000,A64,A73,3,A92,A101,4,A121,28,A143,A152,1,A174,2,A192,A202,1
A12,28,A34,A43,1000,A61,A71,1,A95,A102,2,A122,30,A142,A153,1,A172,1,A191,A201,2
A11,18,A32,A46,4500,A62,A75,4,A93,A101,3,A123,22,A143,A151,2,A173,2,A192,A202,1
A14,25,A30,A40,1500,A65,A72,3,A94,A101,1,A124,35,A141,A152,1,A173,1,A191,A202,1
A13,29,A32,A42,7000,A64,A73,2,A91,A103,4,A121,39,A143,A151,2,A174,2,A191,A201,2
A12,24,A34,A41,3000,A61,A74,3,A92,A101,3,A122,20,A143,A153,1,A172,3,A191,A202,1
A11,36,A30,A44,2500,A62,A71,1,A95,A103,2,A123,33,A141,A152,1,A171,2,A191,A201,2
A14,10,A32,A46,3500,A65,A72,4,A94,A101,1,A124,38,A142,A151,2,A173,1,A192,A202,1
A13,48,A34,A42,5000,A64,A73,3,A91,A103,3,A121,21,A143,A152,1,A174,2,A191,A202,1
A12,15,A30,A40,1500,A61,A71,2,A93,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,2
A11,30,A32,A45,1000,A62,A75,1,A94,A101,2,A123,27,A142,A153,2,A172,3,A191,A202,1
A14,22,A31,A43,2000,A65,A72,3,A92,A103,1,A124,29,A143,A152,1,A174,2,A192,A202,1
A12,18,A34,A44,3000,A61,A71,2,A93,A101,3,A122,35,A143,A153,1,A173,1,A192,A202,1
A11,24,A32,A40,5000,A62,A75,3,A94,A103,4,A123,30,A143,A152,1,A174,2,A191,A202,2
A14,36,A30,A41,1500,A65,A72,1,A91,A101,2,A124,25,A141,A151,2,A171,3,A191,A202,1
A13,29,A34,A46,4500,A64,A73,4,A92,A103,1,A121,28,A143,A152,1,A173,2,A192,A201,1
A12,21,A32,A42,1500,A61,A71,3,A95,A101,3,A122,33,A143,A151,1,A172,1,A191,A202,2
A11,35,A30,A40,1000,A62,A74,2,A93,A103,2,A123,38,A141,A152,1,A173,1,A192,A201,2
A14,20,A32,A45,7000,A65,A72,1,A94,A101,4,A124,20,A143,A153,2,A171,3,A191,A202,1
A13,48,A34,A43,3000,A64,A73,3,A91,A103,3,A121,27,A142,A151,1,A174,2,A191,A202,1
A12,15,A32,A42,2500,A61,A71,4,A92,A101,1,A122,29,A143,A152,1,A173,1,A192,A201,2
A11,30,A31,A44,3500,A62,A75,2,A95,A103,2,A123,32,A143,A151,2,A172,3,A191,A202,1
A14,22,A32,A40,5000,A65,A72,3,A93,A101,3,A124,35,A142,A153,1,A173,1,A191,A202,1
A13,36,A34,A46,1500,A64,A71,1,A94,A103,4,A121,30,A141,A151,2,A171,3,A191,A201,2
A12,24,A32,A42,2000,A61,A74,2,A91,A101,2,A122,25,A143,A152,1,A172,1,A192,A202,1
A11,18,A30,A41,3500,A62,A71,3,A92,A103,1,A123,38,A143,A151,2,A173,2,A191,A201,2
A14,21,A34,A43,4500,A65,A75,1,A93,A101,4,A124,28,A142,A153,1,A174,3,A192,A202,1
A13,35,A32,A42,1000,A64,A72,2,A94,A103,2,A121,27,A143,A151,1,A171,1,A191,A201,2
A12,29,A34,A40,1500,A61,A74,3,A91,A101,1,A122,32,A143,A153,1,A173,2,A191,A202,1
A11,24,A32,A44,3000,A62,A71,4,A92,A103,3,A123,25,A141,A151,2,A172,3,A191,A202,1
A14,36,A31,A46,5000,A65,A75,2,A93,A101,1,A124,30,A142,A151,1,A174,2,A191,A202,2
A13,20,A32,A42,7000,A64,A72,1,A94,A103,2,A121,35,A143,A153,1,A173,3,A192,A201,1
A12,48,A34,A40,2500,A61,A71,3,A91,A101,4,A122,33,A143,A151,2,A171,1,A191,A202,2
A11,22,A32,A41,3500,A62,A74,2,A92,A103,1,A123,38,A141,A152,1,A172,2,A191,A202,1
A14,15,A30,A44,1000,A65,A72,3,A93,A101,3,A124,20,A143,A151,1,A173,2,A191,A202,2
A13,30,A34,A43,2000,A64,A75,4,A94,A103,2,A121,28,A142,A153,2,A174,1,A192,A201,1
A12,18,A32,A42,1500,A61,A71,1,A91,A101,1,A122,25,A143,A151,1,A171,3,A191,A202,1
A11,24,A31,A46,4500,A62,A74,2,A92,A103,3,A123,32,A143,A152,1,A172,2,A191,A202,2
A14,36,A34,A40,1500,A65,A71,3,A93,A101,4,A124,27,A141,A151,2,A173,1,A192,A202,1
A13,35,A32,A41,3000,A64,A75,1,A94,A103,2,A121,38,A143,A153,1,A174,3,A191,A201,2
A12,29,A30,A44,5000,A61,A72,2,A91,A101,1,A122,25,A143,A151,2,A171,1,A191,A202,1
A11,24,A32,A43,1000,A62,A74,3,A92,A103,3,A123,30,A141,A152,1,A172,2,A191,A202,2
A14,21,A34,A42,2500,A65,A71,4,A93,A101,2,A124,33,A143,A153,1,A173,1,A192,A202,1
A13,30,A32,A40,3500,A64,A75,2,A94,A103,1,A121,35,A142,A151,2,A174,2,A191,A201,2
A12,18,A31,A41,7000,A61,A72,1,A91,A101,4,A122,28,A143,A152,1,A171,3,A191,A202,1
A11,24,A34,A44,1500,A62,A74,3,A92,A103,2,A123,32,A143,A153,1,A172,1,A191,A202,2
A14,36,A32,A46,3000,A65,A71,2,A93,A101,3,A124,25,A141,A151,1,A173,2,A192,A201,1
A13,29,A30,A42,5000,A64,A75,4,A94,A103,1,A121,30,A142,A151,2,A174,3,A191,A202,1
A12,15,A34,A40,1000,A61,A72,3,A91,A101,2,A122,35,A143,A153,1,A171,1,A191,A202,2
A11,24,A32,A41,2000,A62,A74,2,A92,A103,4,A123,27,A143,A151,1,A172,3,A191,A202,1
A14,18,A34,A44,4500,A65,A71,1,A93,A101,1,A124,33,A141,A151,2,A173,1,A192,A202,2
A13,24,A32,A43,1500,A64,A75,3,A94,A103,3,A121,38,A143,A152,1,A174,2,A191,A201,1
A12,36,A30,A42,3000,A61,A72,4,A91,A101,2,A122,25,A142,A151,2,A171,1,A191,A202,2
A11,30,A34,A40,5000,A62,A74,2,A92,A103,1,A123,30,A143,A153,1,A172,3,A191,A202,1
A14,35,A32,A41,7000,A65,A71,3,A93,A101,4,A124,35,A143,A151,2,A173,1,A192,A202,2
A13,29,A30,A44,1500,A64,A72,2,A94,A103,3,A121,28,A141,A152,1,A171,1,A191,A202,1
A12,24,A32,A46,1000,A61,A74,4,A91,A101,2,A122,32,A143,A153,1,A172,3,A191,A202,1
A11,15,A34,A42,2500,A62,A71,1,A92,A103,1,A123,27,A143,A151,2,A171,2,A191,A202,2
A14,24,A32,A43,3500,A65,A75,3,A93,A101,4,A124,30,A141,A151,1,A173,3,A192,A202,1
A13,29,A30,A40,5000,A64,A72,2,A94,A103,2,A121,35,A143,A153,2,A171,1,A191,A201,2
A12,36,A34,A41,1500,A61,A74,4,A91,A101,3,A122,28,A143,A151,1,A172,2,A191,A202,1
A11,18,A32,A46,2000,A62,A71,1,A92,A103,1,A123,32,A142,A153,1,A173,1,A191,A202,2
A14,30,A34,A42,1000,A65,A72,3,A93,A101,2,A124,33,A141,A151,2,A171,2,A191,A202,1
A13,22,A32,A44,4500,A64,A75,2,A94,A103,4,A121,38,A143,A151,1,A173,3,A191,A202,1
A12,35,A30,A40,7000,A61,A74,3,A91,A101,1,A122,30,A143,A153,2,A172,1,A191,A202,2
A11,15,A34,A41,1500,A62,A71,1,A92,A103,2,A123,25,A143,A151,1,A171,3,A191,A202,1
A14,29,A32,A42,3000,A65,A72,4,A93,A101,3,A124,35,A142,A153,1,A173,1,A192,A202,2
A13,36,A34,A44,5000,A64,A74,2,A94,A103,2,A121,28,A143,A151,2,A171,2,A191,A202,1
A12,24,A32,A46,1000,A61,A71,3,A91,A101,1,A122,32,A143,A153,1,A172,3,A191,A202,1
A11,30,A34,A40,2000,A62,A75,1,A92,A103,4,A123,27,A141,A151,2,A173,1,A191,A202,2
A14,18,A32,A42,4500,A65,A72,2,A93,A101,2,A124,30,A143,A153,1,A171,3,A191,A202,1
A13,24,A30,A43,3500,A64,A74,4,A94,A103,1,A121,33,A142,A151,2,A172,1,A191,A202,2
A12,22,A34,A44,1500,A61,A71,3,A91,A101,3,A122,38,A143,A153,1,A173,2,A191,A202,1
A11,29,A32,A46,1000,A62,A72,1,A92,A103,2,A123,25,A141,A151,1,A171,3,A191,A202,2
A14,18,A32,A40,2000,A65,A74,3,A93,A101,1,A124,30,A143,A153,1,A172,1,A191,A202,1
A13,24,A34,A41,4500,A64,A71,2,A94,A103,3,A121,35,A142,A151,2,A173,2,A191,A202,2
A12,36,A32,A42,7000,A61,A72,4,A91,A101,2,A122,28,A143,A151,1,A172,3,A191,A202,1
A11,24,A30,A44,1500,A62,A75,3,A92,A103,1,A123,32,A143,A153,1,A171,2,A191,A202,2
A14,22,A34,A40,1000,A65,A71,1,A93,A101,2,A124,33,A141,A151,2,A173,1,A191,A202,1
A13,18,A32,A43,2500,A64,A74,4,A94,A103,3,A121,38,A143,A151,1,A172,3,A191,A202,2
A12,30,A34,A42,3500,A61,A72,3,A91,A101,1,A122,30,A143,A153,1,A171,1,A191,A202,1
A11,36,A32,A44,5000,A62,A71,2,A92,A103,2,A123,27,A141,A151,2,A173,2,A191,A202,2
A14,24,A34,A40,7000,A65,A75,1,A93,A101,4,A124,30,A143,A151,1,A172,1,A191,A202,1
A13,15,A32,A41,1500,A64,A72,2,A94,A103,1,A121,33,A142,A151,2,A173,3,A191,A202,2
A12,29,A34,A42,1000,A61,A74,3,A91,A101,2,A122,35,A143,A153,1,A171,2,A191,A202,1
A11,30,A32,A43,2000,A62,A71,4,A92,A103,3,A123,25,A143,A151,1,A172,1,A191,A202,2
A14,24,A34,A40,4500,A65,A72,2,A93,A101,2,A124,38,A141,A151,2,A173,3,A191,A202,1
A13,18,A32,A41,1500,A64,A75,1,A94,A103,1,A121,30,A143,A153,1,A171,2,A191,A202,2
A12,36,A30,A42,3000,A61,A74,3,A91,A101,4,A122,32,A143,A151,1,A172,3,A191,A202,1
A11,22,A34,A44,5000,A62,A71,2,A92,A103,2,A123,27,A143,A151,2,A173,1,A191,A202,1
A14,29,A32,A46,1000,A65,A75,3,A93,A101,1,A124,30,A141,A153,1,A171,2,A191,A202,2
A13,24,A34,A40,1500,A64,A72,2,A94,A103,4,A121,33,A143,A151,2,A173,1,A192,A202,1
A12,15,A32,A41,2000,A61,A74,1,A91,A101,3,A122,35,A143,A153,1,A171,3,A191,A202,2
A11,24,A34,A42,3500,A62,A71,2,A92,A103,1,A123,30,A143,A151,2,A172,2,A191,A202,1
A14,36,A32,A44,7000,A65,A72,3,A93,A101,4,A124,25,A141,A151,1,A173,1,A191,A202,2
A13,29,A30,A40,1500,A64,A75,4,A94,A103,2,A121,32,A143,A153,2,A171,1,A191,A202,1
A12,24,A34,A41,3000,A61,A72,3,A91,A101,1,A122,27,A143,A151,1,A172,3,A191,A202,2
A11,18,A32,A42,5000,A62,A74,2,A92,A103,3,A123,30,A143,A151,2,A173,2,A191,A202,1
A14,30,A34,A46,7000,A65,A71,1,A93,A101,4,A124,33,A143,A151,1,A171,3,A191,A202,2
A13,24,A32,A40,1500,A64,A72,3,A94,A103,1,A121,38,A142,A151,2,A173,1,A192,A202,1
A12,36,A34,A41,1000,A61,A74,4,A91,A101,2,A122,30,A143,A151,1,A172,2,A191,A202,2
A11,15,A32,A42,2500,A62,A71,1,A92,A103,3,A123,27,A143,A151,2,A171,3,A191,A202,1
A14,30,A34,A44,3500,A65,A75,2,A93,A101,1,A124,32,A143,A153,1,A171,2,A191,A202,2
A13,18,A32,A40,5000,A64,A72,3,A94,A103,4,A121,35,A143,A151,2,A173,1,A191,A202,1
A11,29,A32,A42,1500,A62,A71,2,A92,A103,3,A123,30,A143,A151,2,A173,1,A191,A202,1
A14,36,A34,A44,2000,A65,A74,4,A93,A101,1,A124,33,A141,A151,1,A171,2,A191,A202,2
A13,22,A32,A46,3500,A64,A75,2,A94,A103,2,A121,38,A143,A153,1,A173,3,A191,A202,1
A12,24,A30,A40,5000,A61,A72,3,A91,A101,4,A122,30,A143,A151,1,A172,1,A191,A202,2
A11,18,A34,A41,7000,A62,A74,1,A92,A103,2,A123,27,A143,A151,2,A173,2,A191,A202,1
A14,30,A32,A42,1500,A65,A71,4,A93,A101,3,A124,32,A143,A153,1,A171,3,A191,A202,2
A13,29,A34,A44,3000,A64,A75,2,A94,A103,1,A121,33,A141,A151,2,A173,1,A191,A202,1
A12,24,A32,A46,1000,A61,A72,3,A91,A101,2,A122,38,A143,A153,1,A172,3,A191,A202,2
A11,36,A34,A40,2000,A62,A74,1,A92,A103,3,A123,25,A143,A151,2,A173,1,A191,A202,1
A14,22,A32,A41,4500,A65,A71,2,A93,A101,4,A124,30,A143,A151,1,A171,3,A191,A202,2
A13,18,A34,A42,7000,A64,A75,1,A94,A103,2,A121,27,A141,A151,2,A173,2,A191,A202,1
A12,30,A32,A44,1500,A61,A72,3,A91,A101,1,A122,32,A143,A153,1,A172,1,A191,A202,2
A11,24,A34,A40,3000,A62,A74,4,A92,A103,3,A123,35,A143,A151,2,A173,3,A191,A202,1
A14,36,A32,A41,5000,A65,A71,2,A93,A101,1,A124,38,A143,A151,1,A171,1,A191,A202,2
A13,29,A34,A42,1000,A64,A72,3,A94,A103,2,A121,30,A141,A153,2,A173,2,A191,A202,1
A12,24,A32,A46,2500,A61,A74,1,A91,A101,3,A122,33,A143,A151,1,A172,3,A191,A202,2
A11,22,A34,A44,3500,A62,A71,2,A92,A103,4,A123,28,A143,A151,2,A173,1,A191,A202,1
A14,18,A32,A40,5000,A65,A75,3,A93,A101,2,A124,30,A143,A151,1,A171,2,A191,A202,2
A13,36,A34,A41,7000,A64,A72,4,A94,A103,1,A121,33,A143,A153,2,A173,1,A191,A202,1
A12,24,A32,A42,1500,A61,A74,1,A91,A101,3,A122,27,A143,A151,1,A172,3,A191,A202,2
A11,30,A34,A44,3000,A62,A71,2,A92,A103,2,A123,32,A143,A151,2,A173,1,A191,A202,1
A14,24,A32,A46,1000,A65,A75,3,A93,A101,1,A124,35,A143,A153,1,A171,2,A191,A202,2
A13,22,A34,A40,2000,A64,A72,4,A94,A103,3,A121,30,A143,A151,2,A173,3,A191,A202,1
A12,18,A32,A41,4500,A61,A74,2,A91,A101,1,A122,25,A141,A151,1,A172,1,A191,A202,2
A11,36,A34,A42,7000,A62,A71,3,A92,A103,4,A123,27,A143,A153,1,A173,2,A191,A202,1
A14,24,A32,A44,1500,A65,A74,1,A93,A101,2,A124,30,A143,A151,2,A171,3,A191,A202,2
A13,29,A34,A40,3000,A64,A72,2,A94,A103,3,A121,33,A143,A151,1,A173,1,A191,A202,1
A12,24,A32,A41,5000,A61,A75,4,A91,A101,1,A122,28,A143,A153,2,A172,2,A191,A202,2
A11,18,A34,A42,1000,A62,A71,2,A92,A103,2,A123,32,A141,A151,1,A173,3,A191,A202,1
A14,36,A32,A46,2500,A65,A74,1,A93,A101,3,A124,35,A143,A151,2,A171,1,A191,A202,2
A13,29,A34,A44,3500,A64,A72,3,A94,A103,1,A121,30,A143,A151,1,A173,2,A191,A202,1
A12,22,A32,A40,7000,A61,A75,2,A91,A101,4,A122,33,A143,A153,1,A172,3,A191,A202,2
A11,24,A34,A41,1500,A62,A71,3,A92,A103,2,A123,27,A143,A151,2,A173,1,A191,A202,1
A14,30,A32,A42,3000,A65,A74,4,A93,A101,1,A124,30,A143,A151,1,A171,2,A191,A202,2
A13,18,A34,A44,5000,A64,A72,2,A94,A103,3,A121,38,A143,A153,1,A173,1,A191,A202,1
A12,24,A32,A46,1000,A61,A75,1,A91,A101,2,A122,25,A143,A151,2,A172,3,A191,A202,2
A11,29,A34,A40,2000,A62,A71,4,A92,A103,1,A123,30,A143,A153,1,A173,2,A191,A202,1
A14,36,A32,A41,4500,A65,A74,3,A93,A101,2,A124,27,A141,A151,2,A171,3,A191,A202,2
A13,24,A34,A42,7000,A64,A72,2,A94,A103,4,A121,32,A143,A151,1,A173,1,A191,A202,1
A12,22,A32,A44,1500,A61,A71,3,A91,A101,1,A122,28,A143,A153,2,A172,2,A191,A202,2
A11,18,A34,A40,3000,A62,A74,1,A92,A103,2,A123,33,A143,A151,1,A173,3,A191,A202,1
A14,30,A32,A41,5000,A65,A71,2,A93,A101,3,A124,30,A143,A151,2,A171,1,A191,A202,2
A13,36,A34,A42,1000,A64,A72,4,A94,A103,1,A121,27,A141,A153,1,A173,2,A191,A202,1
A12,24,A32,A44,2500,A61,A74,3,A91,A101,2,A122,30,A143,A151,1,A172,3,A191,A202,2
A11,29,A34,A40,3500,A62,A71,1,A92,A103,4,A123,35,A143,A151,2,A173,1,A191,A202,1
A13,24,A34,A42,1500,A64,A72,4,A94,A103,1,A121,30,A143,A153,2,A173,3,A191,A202,1
A12,36,A32,A44,3000,A61,A74,2,A91,A101,3,A122,33,A143,A151,1,A172,1,A191,A202,2
A11,18,A34,A46,5000,A62,A71,1,A92,A103,4,A123,38,A143,A151,2,A173,2,A191,A202,1
A14,22,A32,A40,7000,A65,A72,3,A93,A101,2,A124,27,A143,A151,1,A171,1,A191,A202,2
A13,24,A34,A41,1500,A64,A75,2,A94,A103,3,A121,30,A141,A153,2,A173,3,A191,A202,1
A12,29,A32,A42,3000,A61,A74,1,A91,A101,1,A122,35,A143,A151,1,A172,2,A191,A202,2
A11,36,A34,A44,5000,A62,A71,3,A92,A103,2,A123,28,A143,A151,2,A173,1,A191,A202,1
A14,22,A32,A46,1000,A65,A72,4,A93,A101,3,A124,30,A143,A151,1,A171,3,A191,A202,2
A13,18,A34,A40,2500,A64,A75,2,A94,A103,1,A121,33,A143,A153,2,A173,1,A191,A202,1
A12,24,A32,A41,4500,A61,A74,3,A91,A101,2,A122,27,A143,A151,1,A172,2,A191,A202,2
A11,30,A34,A42,7000,A62,A71,4,A92,A103,3,A123,30,A143,A151,2,A173,3,A191,A202,1
A14,24,A32,A44,1500,A65,A72,1,A93,A101,1,A124,38,A143,A151,1,A171,2,A191,A202,2
A13,36,A34,A40,3000,A64,A75,3,A94,A103,2,A121,27,A141,A151,2,A173,1,A191,A202,1
A12,29,A32,A41,5000,A61,A72,2,A91,A101,4,A122,30,A143,A151,1,A172,3,A191,A202,2
A11,22,A34,A42,1000,A62,A74,1,A92,A103,1,A123,33,A143,A151,2,A173,1,A191,A202,1
A14,24,A32,A44,2500,A65,A71,4,A93,A101,2,A124,35,A143,A151,1,A171,3,A191,A202,2
A13,36,A34,A46,3500,A64,A75,2,A94,A103,3,A121,30,A143,A151,2,A173,1,A191,A202,1
A12,18,A32,A40,7000,A61,A72,1,A91,A101,1,A122,38,A143,A151,1,A172,2,A191,A202,2
A14,36,A32,A42,3000,A65,A71,4,A93,A101,1,A124,30,A143,A153,1,A171,2,A191,A202,2
A13,29,A34,A44,5000,A64,A72,2,A94,A103,3,A121,33,A141,A151,2,A173,1,A191,A202,1
A12,24,A32,A46,1000,A61,A74,3,A91,A101,2,A122,27,A143,A151,1,A172,3,A191,A202,2
A11,18,A34,A40,2500,A62,A71,1,A92,A103,4,A123,30,A143,A151,2,A173,1,A191,A202,1
A14,22,A32,A41,4500,A65,A75,3,A93,A101,1,A124,35,A143,A151,1,A171,2,A191,A202,2
A13,36,A34,A42,7000,A64,A72,2,A94,A103,2,A121,30,A143,A153,2,A173,3,A191,A202,1
A12,29,A32,A44,1500,A61,A74,4,A91,A101,3,A122,33,A143,A151,1,A172,1,A191,A202,2
A11,24,A34,A40,3000,A62,A71,3,A92,A103,1,A123,38,A143,A151,2,A173,2,A191,A202,1
A14,18,A32,A41,5000,A65,A74,2,A93,A101,2,A124,27,A143,A151,1,A171,3,A191,A202,2
A13,36,A34,A42,1000,A64,A72,4,A94,A103,3,A121,30,A141,A151,2,A173,1,A191,A202,1
A12,29,A32,A44,2500,A61,A71,1,A91,A101,1,A122,33,A143,A153,1,A172,2,A191,A202,2
A11,22,A34,A40,3500,A62,A74,2,A92,A103,2,A123,30,A143,A151,2,A173,3,A191,A202,1
A14,24,A32,A41,7000,A65,A75,3,A93,A101,4,A124,27,A143,A151,1,A171,2,A191,A202,2
A13,30,A34,A42,1500,A64,A72,1,A94,A103,3,A121,30,A143,A153,2,A173,1,A191,A202,1
A12,18,A32,A44,3000,A61,A74,2,A91,A101,1,A122,38,A143,A151,1,A172,2,A191,A202,2
A11,24,A34,A46,5000,A62,A71,4,A92,A103,2,A123,27,A143,A151,2,A173,3,A191,A202,1
A14,29,A32,A40,7000,A65,A74,1,A93,A101,3,A124,30,A143,A151,1,A171,2,A191,A202,2
A13,36,A34,A41,1500,A64,A72,3,A94,A103,1,A121,33,A143,A151,2,A173,1,A191,A202,1
A12,22,A32,A42,3000,A61,A71,2,A91,A101,4,A122,30,A141,A153,1,A172,2,A191,A202,2
A11,24,A34,A44,5000,A62,A74,1,A92,A103,2,A123,38,A143,A151,2,A173,3,A191,A202,1
A14,18,A32,A46,1000,A65,A71,4,A93,A101,3,A124,27,A143,A151,1,A171,1,A191,A202,2
A13,24,A34,A40,2500,A64,A75,2,A94,A103,1,A121,30,A143,A151,2,A173,2,A191,A202,1
A12,22,A32,A41,4500,A61,A72,3,A91,A101,4,A122,35,A143,A151,1,A172,3,A191,A202,2
A11,29,A34,A42,7000,A62,A71,2,A92,A103,1,A123,30,A143,A153,1,A173,1,A191,A202,1
A14,36,A32,A44,1500,A65,A74,4,A93,A101,3,A124,27,A143,A151,2,A171,2,A191,A202,2
A13,18,A34,A40,3000,A64,A72,1,A94,A103,2,A121,30,A143,A151,1,A173,3,A191,A202,1
A12,24,A32,A41,5000,A61,A75,3,A91,A101,1,A122,33,A143,A151,2,A172,2,A191,A202,2
A11,24,A34,A42,1000,A62,A71,4,A92,A103,2,A123,30,A143,A151,1,A173,1,A191,A202,1
A14,22,A32,A44,2500,A65,A74,2,A93,A101,3,A124,27,A143,A153,2,A171,2,A191,A202,2
A13,36,A34,A46,3500,A64,A72,3,A94,A103,1,A121,30,A143,A151,1,A173,3,A191,A202,1
A12,18,A32,A40,7000,A61,A71,4,A91,A101,2,A122,38,A143,A151,2,A172,1,A191,A202,2
A11,24,A34,A41,1500,A62,A74,1,A92,A103,3,A123,27,A143,A151,1,A173,2,A191,A202,1
A14,22,A32,A42,3000,A65,A75,2,A93,A101,1,A124,30,A143,A151,2,A171,3,A191,A202,2
A13,36,A34,A44,5000,A64,A72,1,A94,A103,4,A121,33,A143,A151,1,A173,1,A191,A202,1
A12,29,A32,A46,1000,A61,A71,3,A91,A101,2,A122,30,A141,A153,2,A172,2,A191,A202,2
A11,24,A34,A40,2500,A62,A74,2,A92,A103,1,A123,38,A143,A151,1,A173,3,A191,A202,1
A14,18,A32,A41,4500,A65,A71,1,A93,A101,3,A124,27,A143,A151,2,A171,2,A191,A202,2
A13,36,A34,A42,7000,A64,A72,4,A94,A103,2,A121,30,A143,A151,1,A173,1,A191,A202,1
A12,29,A32,A44,1500,A61,A74,3,A91,A101,1,A122,27,A143,A151,2,A172,2,A191,A202,2
A11,22,A34,A40,3000,A62,A71,2,A92,A103,4,A123,30,A143,A151,1,A173,3,A191,A202,1
A14,24,A32,A41,5000,A65,A74,1,A93,A101,2,A124,33,A143,A151,2,A171,2,A191,A202,2
A13,18,A34,A42,1000,A64,A72,4,A94,A103,3,A121,27,A143,A151,1,A173,1,A191,A202,1
A12,24,A32,A44,2500,A61,A71,3,A91,A101,2,A122,30,A143,A151,2,A172,3,A191,A202,2
A11,36,A34,A46,3500,A62,A74,1,A92,A103,1,A123,35,A143,A151,1,A173,2,A191,A202,1
